증상,병명
"노쇠의 증상으로는 기운없음, 피로, 일상 생활 장애, 낙상, 자세 불안정, 소변실금, 식사량 감소, 식욕저하, 체중감소, 인지저하, 우울증상 등이 있을 수 있다. 원인 질환과 무관하게 이와 같은 표현 양상이 애매하고 복잡하게 나타나기도 한다.","노쇠,허약"
"눈 피부 백색증은 선천적으로 피부, 털, 눈의 색소 감소 혹은 소실을 나타내며, 색소 소실 정도는 환자가 체질적으로 가진 피부 색깔과 피부 백색증의 유형에 따라 달라집니다.모발은 전혀 색소 없이 흰색 머리로 남아있는 경우부터 성장하면서 약간의 색소가 나타나는 경우, 정상과 거의 비슷해 보이는 진갈색 털이 보이는 경우까지 다양합니다.피부색도 분홍색, 연한 백색, 적갈색 등으로 다양하게 나타납니다.눈에서는 망막의 색소 소실로 인해 동공이 붉게 보이는 적색 동공을 나타내며, 홍채는 청회색, 갈색, 적갈색 등으로 나타납니다. 많은 경우 눈부심을 호소하며 그 외 안구진탕(무의식적으로 일어나는 율동적인 안구운동), 유루증(눈물 흘림증), 심한 시력감퇴 등을 보일 수 있습니다.눈 백색증에서는 피부나 털의 증상 없이 눈의 증상만 나타납니다. 


눈 피부 백색증에서 머리카락의 색소가 감소한 모습",백색증
"천천히 발생하는 수두증은 연령에 따라서 다양한 증상이 나타난다. 2세 이하의 소아는 아직 두개골이 닫혀있지 않으므로 수두증이 진행되면 머리둘레가 비정상적으로 커지는 모습을 보이게 된다. 대천문이 볼록하게 튀어나오고 때로는 아이가 짜증을 많이 내거나 구토를 하는 모습을 보이며 계속 잠만 자는 경우도 있고, 눈이 아래로 처지거나 안쪽으로 모이는 모습을 보이기도 한다. 좀 더 큰 소아는 두통을 주로 호소하게 되는데. 두통은 날카롭지 않고 지속적이며 특히 아침에 깨었을 때 심하다. 구토를 자주 하거나 졸린 모습을 보이기도 하며, 취학 아동의 경우 학교성적이 떨어지고 이상 행동을 보이기도 한다. 대부분의 경우 뇌압의 상승으로 이어지며 이로 인한 증상과 뇌 발달의 장애를 일으킨다. 급격한 뇌압 상승은 생명을 위협할 수도 있다. 선천적인 뇌와 척수의 구조 이상과 연관되어 나타나는 경우가 많아서 소아에게 많이 발생한다. 그러나 뇌출혈, 뇌종양, 중추신경계 감염과 같은 후천적인 질병과 연관된 경우는 소아뿐 아니라 성인에서도 나타나며 노인에서는 미세한 뇌척수액 순환장애로 인하여 뇌압이 높아지지 않는 가운데 뇌척수액이 축적되는 독특한 형태의 수두증이 나타난다. 뇌출혈이나 매우 빨리 자라는 악성 뇌종양에 의한 급성 수두증은 급격한 뇌압 상승을 동반하는 매우 위험한 상황이다. 심한 두통과 구토가 나타나며 의식저하, 팔다리 강직을 보이고 강직성 발작(hydrocephalic fit)을 보이기도 하는 빠른 치료를 요하는 상황이다.",수두증
"화상은 국소 손상의 깊이에 따라 1~4도로 구분된다.1. 1도: 화상피부가 붉게 변하면서 국소 열감과 동통을 수반한다. 물집은 생기지 않고 대부분의 경우 별다른 합병증이나 후유증 없이 낫는다.2. 2도: 화상피부의 진피층까지 손상된 상태로 물집(수포)이 생기고, 붓고, 심한 통증이 동반된다. 감염의 위험이 있으며 상처가 다 나은 후에도 흉터가 남을 수 있다. 손상 깊이에 따라 표재성 2도 화상과 심부 2도 화상으로 나눈다.- 표재성 2도 화상 : 진피의 일부만 손상된 상태로 상피 재생이 일어나면서 2주 정도면 회복된다.- 심부 2도 화상 : 진피층의 대부분이 손상된 상태로 감염이 없을 경우에는 2~4주 후에 회복되며 흉터가 남는다.3. 3도: 화상피부 전층이 손상된 상태로 피부색이 흰색 또는 검은색으로 변하며, 피부 신경이 손상되어 통증이 느껴지지 않습니다.4. 4도: 화상피부 전층과 근육, 신경 및 뼈 조직이 손상된 상태입니다. 


1-4도 화상",화상
"약물 알레르기는 증상을 보이는 경우도 있으며 증상 없이 혈액검사, 소변검사등에서만 이상을 보이는 경우도 있다. 증상을 보이는 장기별로 분류하는 것이 일반적이지만 두가지 이상의 장기를 침범하는 경우도 있으며 특히 중증 반응은 여러 장기 및 내부 장기 침범이 나타날 수 있어 체계적인 확인이 필요하다.1. 피부 가장 흔하게 나타나는 증상 중 하나이다. 발진이나 두드러기, 혈관 부종, 접촉 피부염, 발진성 농포증부터 점막을 침범하는 수포성 병변인 스티븐존슨증후군, 독성표피괴사용해 등 사망률이 높은 중증 피부반응도 가능하다. 2. 호흡기  천식, 후두부종, 폐렴, 폐섬유화증, 폐부종 등 다양한 증상이 가능하다. 3. 혈액검사 이상 말초혈액호산구증가증이 동반되기도 하고 빈혈, 혈소판 감소 등이 가능하다.4. 간담도계 간은 약물의 대사를 담당하는 중요한 기관으로 약물의 독성 대사물질로 간독성을 일으키기도 하지만 면역학적인 기전으로 간손상이 유발되기도 한다.5. 전신반응  급성 전신성 알레르기 쇼크인 아나필락시스도 가능하며 이는 IgE라는 물질로 발생하는 것으로 알려져있다. 이와 임상양상은 유사하지만 IgE에 의한 것은 아닌 유사아나필락시스반응도 있다. 6. 약물열 다른 알레르기 반응과 동반되기도, 발열만 나타나기도 한다. 보통 약물 중단 후 48-72시간이면 정상화되며 감염 등 다른 질환과의 감별이 필요하다.7. 혈청병  약물 투약 후 이에 대한 항체가 생성되면서 면역복합체가 발생하여 발열, 권태감, 피부발진, 관절통, 림프절 비대 등의 증상이 나타나는 경우다. 약물 투여 6-21일 후 면역복합체 농도가 높아지는 시기에 주로 발생하지만 이미 감작된 환자에서는 약물 투여 2-4일만에 나타나기도 한다.8. Drug reaction with eosinophilia and systemic symptoms (DRESS) 발열, 발진, 말초혈액호산구증가, 간손상 등 내부장기 침범, 림프절 비대 등의 전신적 과민반응을 보인다. 약물 투여 후 2-6주 이후 발생하며 항간질약, 알로퓨리놀, 답손 등의 약제가 흔한 원인이다.",약물알레르기
"극소 미숙아는 피부가 거의 젤라틴 같고 솜털이 거의 없고 생식기도 완전히 발달하지 못하고 대체적으로 머리가 큰 데 비해 몸은 마르고 작다. 전체 톤(tone)도 떨어져 있는 경우가 많다. 뇌의 경우, 성인과는 달리 뇌혈관의 자율조절 기전 미비로 허혈 상태에서도 뇌혈류가 성인처럼 어느 정도 유지되지 못하고 전신 혈압의 변동에 따라 함께 떨어지게 되어 허혈 손상이 있을 가능성이 높다.또한 뇌 세포들이 아직 완전히 성숙되지 못한 상태에서 출생하게 되므로 취약한 세포들을 위주로 손상이 일어나게 되는데, 특히 미성숙 희소돌기아교세포가 손상을 받아 백질 손상을 일으키게 된다. 미숙아는 측뇌실 부위의 혈관 발달이 미비되어 측뇌실 부위에 뇌출혈이 쉽게 생기고, 허혈성 뇌 손상인 뇌실 주위 백질연화증이 쉽게 온다.폐의 경우, 출생 초기에 폐표면활성제의 부족으로 호흡곤란 증후군(또는 유리질막증)이 올 수 있고, 이후 미숙아 무호흡 및 일부에서 기관지폐이형성증이 생길 수 있어 이에 대한 치료를 필요로 한다. 특히 미숙아의 경우에는 폐포가 완전히 생성되기 이전에 출생하게 되어 적은 수의 폐포로 호흡을 유지하여야 하므로 산소 및 인공호흡기 치료가 필요하게 되는데, 산소와 인공호흡기 모두 활성산소(oxygen free radical)에 의한 손상 및 압력 손상을 일으켜 결국 기관지폐이형성증을 유발하는 요인이 될 수 있으므로 이를 최소화하여 꼭 필요한 치료만 하면서 가급적 빨리 제거해 주는 것이 중요하다.또한 산전 또는 산후 감염도 기관지폐이형성증을 일으키는 원인이 되므로 이를 없애기 위해 노력해야 한다. 한편 경구 영양이 어려워서 경관 영양 및 총정맥 영양을 병행하게 되며 이러한 수유 진행 중에 괴사성 장염이 생길 수 있다. 미숙아 빈혈로 수혈을 필요로 할 수도 있다. 또한 미숙아 망막증으로 심한 경우 실명에 이를 수 있으므로 주기적인 안과 검진 및 치료를 요하며, 면역학적으로 취약하여 감염에 걸리기 쉽고, 전해질 및 칼슘 등의 이상이 일시적으로 동반되기도 한다.",미숙아
"수상부위의 압통, 부종, 멍울, 충혈 등이 발생할 수 있으나 비특이적이다. 두통, 구역, 구토 등의 증상이 발생한 경우 두개골골절 자체의 증상이라기 보다는 동반된 뇌조직의 손상에 의한 것이다. 특히 의식이 저하되는 경우 주요혈관의 동반손상으로 인한 경막외혈종(Epidural hematoma) 또는 경막하출혈(Subdural hematoma)의 가능성이 있으므로 즉각적인 진료를 요한다. 두개저골절의 경우에는 특이적인 징후가 보일 수 있다. 골절부위에서 발생한 출혈이 주변 연부조직으로 모여 특이 적인 점상출혈이 발생할 수 있는데, 양측 안와부에 발생한 경우 미국너구리징후(Raccoon eye sign)라 하여 전두와의 골절 시에 발생 가능하고, 유양돌기 주위에 발생한 경우 배틀씨징후(Battle’s sign)라 하여 중두와의 골절 시 발생할 수 있다. 또한 뇌막이 손상된 경우 뇌척수액이 코나 귀로 흘러 나올 수 있는데, 지연성으로 발생할 수 있으므로 주의를 요한다. 또한 뇌손상의 동반손상으로 인한 후각소실, 안면마비, 청각장애 등이 발생할 수 있다.",두개골골절
"비특이적 질염의 경우 아이가 소변보는 동안 따가워하거나 통증을 호소할 수 있고 수시로 회음부 불편감, 간지러움 등을 호소한다. 회음부를 관찰하면 붉어져 있거나 질 분비물 및 냄새를 확인할 수 있기도 한다.소아에서 세균성 질염이나 칸디다 질염이 발생하면 간지러워하고 긁고 보채는 등의 행동이 보이고 소변 중 아파하거나 회음부 발적, 부음이 관찰된다. 칸디다증의 경우 하얀 치즈 같은 분비물이 동반된다.",소아질염
"봉와직염은 피부가 붉게 변하는 홍반과 함께 열감과 통증을 동반할 수 있다. 봉와직염과 달리 화농성 병변은 진피나 피하조직에 고름이 차서 통증과 파동이 있는 결절이 만져지며 주변조직의 홍반과 종창을 동반하기도 한다. 대개는 신체 국소부위를 침범하며 전신적인 화농의 경우 다른 원인을 생각해야 한다. 열, 권태감, 오한, 두통 등의 증상이 동반하기도 한다.",화농
"망막이 손상된 부위에 해당하는 영역의 시야 결손이 발생할 수 있으며, 손상 부위가 황반부를 포함하는 경우 시력 저하, 변형시 등이 발생할 수 있다.",망막손상
"파종성 혈관 내 응고의 증상은 기저 질환의 종류와 중증도 등에 따라 다르다. 경미한 환자는 별다른 증상 없이 검사 소견에서만 이상이 발견되기도 한다. 혈관 내에 생성된 미세혈전이 모세혈관을 막으면서 손가락이나 사지의 괴사가 일어날 수 있다. 내부 장기 중에서는 폐와 콩팥이 가장 흔히 침범되어 폐색전증, 콩팥겉질의 괴사에 인한 급성 신부전증이 발생하며, 그 외에 뇌, 심장, 간, 창자 등도 증상을 일으킬 수 있다. 응고 인자의 소진으로 전신에 출혈 경향이 높아져 피부의 출혈반과 점막 표면 혈액삼출이 발생하며, 경우에 따라서는 뇌, 위장관 등에 치명적인 출혈이 일어나기도 한다.",파종성혈관내응고
"연어반은 경계가 불확실한 연한 핑크빛의 반점이며, 목뒤나 눈꺼풀 등의 중앙 부위에 흔히 발생한다. 아기가 울거나 온도의 변화에 따라 더욱 두드러질 수 있으며, 가려움과 통증을 동반하지는 않는다. 연어반은 크기가 커지거나 색이 진해지지 않으므로, 변화가 생기는 경우 다른 피부질환과 감별이 필요하다.",연어반
"신체 어느 부위에서 생길 수 있으며 무증상의 부드러운 덩어리가 피부 안에서 만져진다. 덩어리 가운데에는 작은 구멍이 있는 경우가 흔하다. 주머니 안의 내용물이 나올 경우 악취가 날 수 있고, 이차 감염이 된 경우 통증이나 열감이 동반될 수 있다.",표피낭종
"외비 기형의 원인 및 정도에 따라 증상의 종류도 다양하게 나타날 수 있지만, 주로 코막힘을 호소하며, 비출혈(코피) 등이 동반될 수 있다.",외비기형
"진드기에 물리고 나서 6일 ~ 21일(보통 10일 ~ 12일) 정도의 잠복기가 지난 후에 증상이 나타납니다. 발열, 발한, 두통, 결막충혈, 림프절 종대(림프절이 붓는 현상)의 증상이 나타나며 발열과 함께 암적색의 평평하거나 솟아 있는 발진이 몸통과 사지에 나타납니다. 진드기의 유충이 피부에 붙어 피를 빨아먹은 부위에 가피(딱지)가 동반된 궤양이 나타나는 것이 특징입니다. 구역, 구토, 설사 등의 위장관계 증상이 동반될 수 있습니다. 일부 환자에서는 폐 침윤이 생기고 호흡곤란이 동반되기도 합니다. 


가피(딱지)",쯔쯔가무시
"복통 및 복부 팽만감, 안구통, 근육통 등의 전구증상이 동반된 다음 발열, 인후통, 림프절 비대가 생긴다. 그러나 연령에 따라 선열의 임상 증상은 다르다. 소아에서는 무증상 또는 발진, 폐렴 등의 증상 정도만 발현될 때가 많다.",선열
"기침, 가래, 호흡곤란, 발열, 체중 감소, 객혈, 야간 발한 등이 있을 수 있다. 그러나 아무런 증상이 나타나지 않을 수 있어 흉부 사진에서 우연히 발견되는 경우도 있다. 다제내성 결핵이라고 하여 일반 결핵과 증상이 차이가 있지는 않으며 따라서 임상적으로 감별되지 않고 오직 약제 감수성검사를 통해서만 확인할 수 있다.",다제내성결핵
"쉰 목소리가 나오며, 목이 쉽게 잠기거나, 약한 목소리 및 의도하지 않은 목소리 떨림 등이 증상이 될 수 있습니다.",음성장애
"혈액 내에 빌리루빈이 증가하면 피부나 눈의 흰자위가 노랗게 보이게 된다. 대개는 혈액 내에 빌리루빈 농도가 2.0~2.5 mg/dL를 넘으면 눈의 흰자위가 노랗게 되고, 소변색이 진한 갈색으로 변한다. 빌리루빈 수치가 더 증가하면, 손바닥을 비롯하여 피부가 노랗게 변한다. 귤이나 당근을 많이 섭취하고 피부가 노랗게 보이는 경우를 카로틴 혈증이라고 하는데, 이런 경우 눈의 흰자위 색깔은 변하지 않기 때문에, 황달과 감별할 수 있다.드물게 신생아 황달이나 크리글러-나자르(Crigler-Najjar) 증후군 등에서 비포합형 빌리루빈이 혈액-뇌 장벽을 통과하여 뇌에 침착하면서 뇌기능을 손상시키는 경우가 있으나, 일반적으로 고빌리루빈혈증 자체가 어떤 특별한 증상을 일으키지 않는다. 다만, 황달의 원인이 매우 다양하고 그 원인에 따른 증상이 황달과 함께 나타날 수 있으므로, 황달의 원인을 빨리 파악하는 것이 중요하다. 예컨대, 돌에 의하여 담관이 막힌 경우, 포합형 고빌리루빈혈증과 함께 알칼리성 인산분해효소가 증가하며, 담즙산 침착에 의한 가려움증, 오한, 발열, 통증이 동반될 수도 있다.",고빌리루빈혈증
"1) 관음증(Voyeurism): 옷을 벗는 과정에 있거나 성행위에 몰입해 있어, 눈치채지 못하고 옷을 벗고 있는 사람을 관찰하는 행위를 통한 반복적인 강렬한 성적 흥분이 성적 공상, 성적 충동 또는 성적 활동으로 발현2) 노출증(Exhibitionism): 눈치채지 못한 사람에게 성기를 노출하는 행위를 통한 반복적이고 강렬한 성적 흥분이 성적 공상, 성적 충동 또는 성적 행동으로 발현3) 마찰도착증(Frotteurism): 동의하지 않은 사람에 대한 접촉, 문지르는 행위를 통한 반복적이고 강렬한 성적 흥분이 성적 공상, 성적 충동 또는 성적 행동으로 발현4) 성적 피학증(Sexual masochism): 굴욕을 당하거나, 매질을 당하거나, 묶이거나 기타 다른 방식으로 고통을 당하는 행위를 통한 반복적이고 강렬한 성적 흥분이 성적 공상, 성적 충동 또는 성적 행동으로 발현5) 성적 가학증(Sexual sadism): 다른 사람의 신체적 또는 심리적 고통을 통해 반복적이고 강렬한 성적 흥분이 성적 공상, 성적 충동 또는 성적 행동으로 발현6) 소아성애증(Pedophilia): 사춘기 이전의 아동을(일반적으로 13세 이하)을 상대로 한 성적 활동을 통해 반복적이고 강렬한 성적 흥분이 성적 공상, 성적 충동 또는 성적 행동으로 발현7) 물품음란증(Fetishism): 무생물의 물체를 이용하거나, 성기가 아닌 신체 부위에 상당히 특정한 집착을 함으로써 반복적이고 강렬한 성적 흥분이 성적 공상, 성적 충동, 또는 성적 행동으로 발현8) 복장도착증(Transvestism): 다른 성의 옷 바꿔 입기로부터 반복적이고 강렬한 성적 흥분이 성적 공상, 성적 충동 혹은 성적 행동으로 발현",성도착증
"설사, 구역, 구토, 복통, 발열이 나타날 수 있고 인후통이나 기침, 콧물 등의 호흡기 증상이 나타나는 경우도 있다. 근육통, 두통. 피로감 및 탈수와 연관된 체중 감소가 발생하기도 한다. 바이러스성 장염의 경우 24시간에서 60시간 내외의 잠복기를 거친 후 증상이 발현되며, 증상 발현 기간은 대개 1일에서 10일 정도로 길지 않고 대개 일주일 이내에 저절로 호전된다. 유아나 고령자, 면역 결핍자는 탈수나 고열을 포함한 증상이 심하게 나타날 수 있다.",바이러스성장염
"장결핵의 주된 증상은 복통, 설사, 체중 감소 등이다. 그 밖에도 미열이 나고 밤에 식은땀이 동반되며 피로하고 전신이 무기력하게 느껴진다. 또한 밥맛이 떨어지고 메스꺼우며 복부 팽만감 등이 흔히 나타난다. 혈변이 나타날 수도 있지만 흔한 경우는 아니며, 간혹 설사 대신 변비가 나타나기도 한다. 장결핵 환자는 30% 내외에서 장외결핵을 동반할 수 있으며, 폐결핵이나 결핵성 복막염을 함께 가지고 있는 경우가 많다.폐결핵이 동반되면 기침, 가래 등의 증상이 나타날 수 있고, 결핵성 복막염이 동반되는 경우에는 복수(배 속의 복강에 액체가 차는 것)로 인해 배가 불러오기도 한다. 이러한 증상들은 비교적 서서히 시작되기 때문에 증상이 시작된 시점부터 진단까지 수개월이 걸리는 경우가 많으며, 종종 1년 이상 걸리기도 한다.",장결핵
"눈 크기가 커지면서 외관상 변화가 나타나며 눈이 잘 감기지 않아 안구 표면이 자극되어 이물감/통증, 광과민성, 충혈, 눈물 흘림 등이 발생할 수 있다. 안구돌출이 심할 경우 각막 상처가 지속되어 각막 혼탁, 두께 얇아짐 등이 일어날 수 있다. 안구돌출의 원인 질환에 의해 복시, 시력 저하 등이 발생하는 경우도 있다.",안구돌출
"1) 피부 점막 증상피부 증상은 가장 흔히 나타나는 증상으로 80~90%의 환자에서 나타난다. 피부 증상으로는 뺨의 발진과 원판성 발진, 광과민성(photosensitivity), 구강 궤양 등이다.뺨의 발진은 뺨위로 편평하거나 약간 솟아오른 고정적인 홍반(붉은 반점)을 말한다. 주로 코 상부를 포함하여 대칭적인 나비모양으로 나타나며, 비교적 갑자기 나타나서 수일간 지속된다. 대개 경계가 불분명하며 가렵지 않고 코와 입술 사이의 주름을 침범하지 않는 것이 매우 특징적이다.원판성 발진은 뺨의 발진과는 다르게 경계가 비교적 분명한 홍반(붉은 반점)으로 표면이 하얗게 일어나는 인설이 있고 때로는 모공까지 뻗치기도 한다. 호전과 악화를 반복하면서 수개월에서 수년이 경과되면 염증의 소실과 함께 흉터를 남기면서 치유된다. 두피에 이러한 병적인 증상이 나타날 경우 탈모현상이 나타난다.광과민성은 햇빛에 노출 후 피부 어느 부위에서나 발생할 수 있다.점막 증상은 코, 항문, 생식기 등에 나타날 수 있지만 구강 궤양이 가장 흔하게 나타난다. 대부분의 구강의 병적 변화는 통증이 없지만 중앙에 함몰 부위가 발생할 수 있고 나중에는 통증이 있는 궤양으로 진행되기도 한다.2) 근 골격계 증상관절통 역시 루푸스 환자의 75% 이상에서 관찰되는 흔한 증상이다. 일부 환자는 부종이나 열감, 발진, 관절 운동의 장애와 같은 전형적인 관절염의 증상 없이 관절통만 나타나기도 한다. 관절통이나 관절염은 어느 관절에나 발생할 수 있지만 손에 대칭적으로 나타나는 경우가 가장 흔하다. 힘줄, 인대 등 관절 주위 조직의 변화로 인해 손가락이 심하게 펴지거나 구부러지는 운동성 장애가 오기도 하는데 이를 ‘자꾸드양 관절증’이라 부른다.3) 신장 증상25~75%의 환자에서 발견되는 신장 증상은 신부전이나 신증후군이 발생하기 전까지는 특별한 자각 증상이 없다. 그러나 신기능 저하가 심각하게 일어날 수 있으므로 신장 질환의 유무를 판단하기 위해 정기적인 신기능 검사가 필요하다.4) 뇌신경 증상2/3의 환자에서 신경 정신증상이 나타나며, 가벼운 증상부터 생명을 위협하는 증상까지 다양한 형태로 나타난다. 우울증, 불안, 정신병, 주의력 결핍, 집중력 저하, 기억력 장애, 두통 등이 나타날 수 있으며, 발작이 일어나기도 한다.5) 기타 장기 침범 증상폐, 심장, 위장관을 둘러싸고 있는 장막을 침범하여 흉막염, 심낭염, 복막염 등의 형태로 나타날 수 있다. 또한 루푸스 환자는 동맥경화가 잘 일어나 비교적 젊은 나이에서도 심근경색이 발생하는 경향이 있으며, 이는 사망의 중요한 원인이 된다. 그 밖에도 위장관, 간, 눈 등 다양한 전신 장기를 침범할 수 있다.",루푸스
"두통, 어지러움, 이명, 청력저하, 흐릿한 시야, 복시, 눈모음 장애, 광과민, 청각과민, 미각과 후각의 저하, 불면증, 피로, 감각저하 등의 신체적 장애, 주의 집중력, 기억력과 같은 인지기능의 장애, 짜증, 우울, 불안, 초조, 성격변화와 같은 감정조절의 문제를 호소할 수 있다. 특히 두통과 수면장애는 매우 흔하게 발생한다. 다행히 80% 정도의 환자에서는 3개월 이내에 이러한 증상이 사라지는 것으로 알려져 있다. 지속적인 어지럼증과 균형장애도 흔하게 볼 수 있는 증상들이며 전정계의 손상과 연관되어 나타날 수 있다.",뇌진탕
"신체 말단의 뼈가 과도하게 증식함으로써 손, 발, 코, 턱, 입술 등이 비대해지는 만성 질환이다. 이에 따른 특이한 얼굴 생김새가 나타나고 여러 가지 합병증이 발생한다.앞이마가 튀어나오고 턱이 튀어나오며(prognathism, 턱나옴증), 손과 발의 크기가 커져 장갑이나 신발, 반지 등이 맞지 않게 되고, 치아의 부정 교합 등으로 인해 특징적인 얼굴 모습을 지니게 된다. 이러한 변화는 서서히 일어나기 때문에 그 변화를 알아차리는 것이 쉽지 않다. 이 경우 옛날 사진을 시간의 경과에 따라 차례로 비교해보면 도움이 될 수 있다.또한 성장 호르몬은 인슐린에 대해 길항작용(상반되는 두 가지 요인이 동시에 작용하여 그 효과를 서로 상쇄시키는 작용)을 나타내기 때문에 내당능 장애(혈당조절 장애) 또는 당뇨병이 생길 수 있다. 또한 심혈관계 질환으로 심근증, 이완기 장애, 고혈압 등이 나타날 수 있고 수면무호흡증이 동반되기도 한다. 성장판이 닫히지 않은 소아에게 말단 비대증이 발생할 경우 키가 비정상적으로 커지는 거인증이 나타날 수 있다.",말단비대증
"대동맥판막 협착증과 마찬가지로, 경한 경우에는 무증상인 경우가 많으나, 중증도 이상일 경우에는 피로감, 활동 시 호흡 곤란, 심계항진, 흉통 등이 나타날 수 있다. 다른 판막 질환과 마찬가지로 시간이 경과하면 심장이 확장되면서 심장 기능이 감소하는 심부전증이 발생하게 된다.",대동맥판막폐쇄부전증
"기능성(생리적) 낭종은 가임기 여성의 배란 과정 중에 흔히 발생하여 관찰될 수 있다. 8cm를 초과하는 경우는 드물고 대개 수주에서 수개월 내에 자연 소실된다. 대부분 자각 증상을 느끼지 못하고, 난소 종괴가 크지 않을 때에도 자각 증상이 없다. 물론 증상이 나타나기도 하는데, 난소 종괴로 인해 가장 흔하게 나타날 수 있는 증상은 다음과 같다.- 복부 팽만과 불편감- 복통- 복부 압박 증상- 대소변시의 불편감- 소화불량- 호르몬을 분비하는 종양이 생겼을 때에는 질 출혈이 나타나기도 함드문 경우이긴 하지만, 종괴(혹)가 꼬이거나 복강 내에서 파열되면 복강 내 출혈과 급성 복통을 일으킬 수 있다.",난소낭종
"자궁내막암의 가장 흔한 증상은 비정상적인 자궁 출혈이며, 폐경 여성에서 질출혈이 있는 경우 반드시 자궁내막암의 가능성을 염두에 두고 진찰을 받아야 한다. 폐경 전인 젊은 여성인 경우에도 비만, 당뇨, 출산 경험이 없는 경우, 자궁내막암의 가족력이 있는 경우와 같이 자궁내막암의 위험 요인을 가지고 있는 경우에는 생리량 과다 혹은 불규칙한 자궁출혈이 있을 시 자궁내막암 가능성을 염두에 두어야 한다. 비정상적인 질출혈 외에 자궁내막암이 다른 장기로 전이되어 진행된 경우에는 하복통, 압통, 혈뇨, 빈뇨, 직장출혈, 요통 등이 동반될 수 있다.",자궁내막암
"대표적인 증상은 설사이다. 세균에 감염되면 장관 내로 수분과 전해질이 흡수되지 않고 오히려 분비되어 발생한다. 바이러스성 장염은 발열, 구토, 물 같은 설사, 배꼽 주위 복통이 나타난다. 심한 복통, 고열, 다량의 설사 그리고 혈액이 묻어 나오는 설사인 경우는 세균성 장염인 것으로 생각해 볼 수 있다. 대부분의 장염은 일주일 이내에 저절로 호전되나 유아나 고령자, 면역 결핍자는 탈수나, 고열 증상이 심하다.",급성대장염
"알코올 유도성 치매는 기억력을 포함한 광범위한 인지영역에 손상을 나타낼 수 있다. 흔히 전두엽 손상을 일으켜 탈억제 및 집행 기능의 손상이 자주 나타나며, 기억 저하도 동반 된다. 이 외에도 정신운동지연(Psychomotor retardation), 우원증(Circumstantiality), 고집증(Perseveration), 주의력 저하, 지남력 장애가 흔히 관찰된다. 이 외에도 언어능력 저하, 판단력 저하 등이 나타날 수 있다.인지 저하가 진행되면 일을 계획하거나 결정하며 제대로 수행해 나가는 것이 어려워진다. 직업 활동, 사교 모임 등을 하기 어렵게 된다. 더욱 진행하면 간단한 집안일, 취미활동 등 익숙하게 해오던 일에도 주위에 의지하게 된다. 결국에는 식사하기, 대소변 가리기, 몸치장하기, 위생관리 등 가장 기본적인 일상활동들도 스스로 수행하지 못하게 된다. 이러한 증상들은 알츠하이머병으로 인한 치매 등 다른 치매의 증상과 비슷하기 때문에 구분이 쉽지 않다.베르니케-코르사코프 증후군과 같은 특수한 경우에는 눈 근육마비 및 눈 떨림과 같은 안구운동 이상과 보행실조 등의 증상을 함께 보일 수 있다.",알코올성치매
