증상,병명
비정상 감각 감정 측두엽 뇌전증 발작 선행 수가 전조 모든 측두엽 뇌전증 환자 전조 증상 경험 것 전조 증상 기억 경우 대표 전조 증상 공포 감 매우 느낌 처음 대상 이전 것 느낌 기시감 냄새 맛 복부 무엇 치 듯 감각 등 발작 보통 지속 주변 상황 대한 인식 소실 동안 부분 응시 입맛 혀 차기 반복 무엇 를 손가락 등 특징 증상 측두엽 뇌전증 환자 발작 중 부분 의식 유지 수도 주변 상황 대한 인식 능력 기억 경우 발작 후 정신 혼란 움 말 어려움 발작 동안 무슨 회상 수 다른 사람 발작 말 자신 발작 전혀 알 수 수도 극단 경우 측두엽 뇌전증 발작 전신 강직 간 대성 발작 확대 의식 실과 경련 수도 측두엽 뇌전증 환자 약 반수 발작 보이지,측두엽간질
전형 증상 화농 성의 질 분비물 질 및 외음부 가려움증 듯 느낌 자극 성교통 성교 시 통증 등,염증성질염
쇼핑중독 환자 이번 것 결심 쇼핑 시작 것 생각 자체 쇼핑몰 실제 및 온라인 가기 위 핑계 경우 일단 구매 행동 시작 애초 것 더 더 것 꼭 것 처음 것 사고 자제 결심 일단 쇼핑 행동 시작 수 사실 사고 물건 접 갈망 감 사서 안 생각 사이 갈등 것 자기 합리화 은 구입 후 비로소 마음 평정 쇼핑 중독 환자 일반 자신 쇼핑 행동 문제 것 알 자신 빚 때문 고통 집 물건 은 다른 사람 주기도 자제 것 스스로 알 이번 자제 수 다시 시작 자제 불가능 반복 경험 것 모든 중독 공통 현상,쇼핑중독
염 종류 중 증도 시기 증상 수 다른 부위 피부염 마찬가지 건조 각질 창 홍반 부종 딱지 증상 수 가렵 화끈 거리 거나 통증 진물 동반 수,구순염
혈소판 증가 증 대부분 증상 건강 검진 등 발견 경우 혈소판 증가 증 환자 혈관 운동 장애 두통 시각장애 비 전형 흉통 등 경우 일과 뇌 혈 감각 이상 등 발생 수,혈소판증가증
목 혹 검사 뒤 비 암 전이 소견 진단 경우 가장 피 콧물 장액 맑은 장액 중이염 한쪽 귀의 함 이충만 감 이나 청력 저하 한쪽 코 증상 비 암 진행 뇌 쪽 침범 뇌신경 마비 수,비인두암
말초신경 근육 운동신경 몸 여러 가지 감각 척수 감각 신경 혈관 등 작용 자율신경 말초신경 염 생기 이 손상 증상 복합 발생 운동신경 손상 팔 다리 근육 힘 감각 신경 손상 저리 전기 것 표현 신경 통증 발생 또한 그 부위 외부 자극 느낌 오지 지각 수도 환자 남 살 감각 표현 자율신경 문제 생기 혈관 팽창 수축 제대로 기립 저혈압 수 그 외 발 장애 배뇨 배변 장애 발기 부전 등 수 증상 말초신경 어디 얼마나 손상 경염 다발 경염 등 구분 질환 따라서 말초신경 중 운동신경 감각 신경 손상 선택 경우 또한 중추신경 문제 말초신경 염 증상 수 때문 위 열거 증상 모두 의심 증상 경우 신경 의사 진료 것 가장 말초신경 식도,말초신경염
두피 각질 비늘 이 발생 두피 두부 정부 황색 갈색 비늘 형태 캡 로 지루 피부염 생후 개월 이하 신생아 보고 바 생후 첫 수주 개월 사이 발생 자연 치유 경향 보이 아토피피부염 연관 경우 생후 개월 이후 주로 발생 얼굴 목 몸통 다른 부위 피부염 동반 수,신생아비듬
피부 돌출 결절 것 외 대부분 증상 결절 크기 움직임 위치 결절 경우 불편 감 수 염증 결절 경우 감 통증 동반 기도,결절
조현병 단일 질환 설명 실제 증상 보이 원인 질환 것 타당 조현병 환자 임 양상 치료 반응 병 경과 조현병 특이 증상 따라서 정신 상태 검사 조현병 확 내과 질환 타 정신과 질환 대한 감별 조현병 대표 증상 망상 환각 망상 사고 장애 것 그 사람 교육 문화 배경 고려 사실 것 사실 확신 것 말 망상 내용 피해 망상 과대 망상 신체 망상 환각 감각기관 대한 외부 자극 마치 것 지각 것 질적 실제 지각 조현병 환청 가장 사람 목소리 가장 그 밖 소리 음악 경험 말 행동 등 언어 행동 보이 움직임 의사 소통 둔화 긴장 증 행동 경우 조현병 시간 정서 표현 감소 의욕 감소 대인관계 감소 등 음성 증상 경향 음성 증상 정상 정신기 능이 결핍 것 의미,조현병
호르몬 분비 세포 덩어리 형성 능성 종양 주로 종괴 효과 로 주변 신경조직 압박 시력 저하 시야 감소 증상 가장 뇌척수액 흐름 방해 통한 증 두통 오심 구토 및 보행 장애 종양 주변 부위 파급 경우 복시 안구 마비 등 증상 유발 전반 호르몬 분비 감소 선 기능 저하 성욕 감퇴 발기부전 무 월경 등 갑상선 기능 저하 요붕증 소변 양 조절 등 증상 특정 호르몬 과 분비 기능 종양 경우 각각 종양 분비 호르몬 과 로 증상 프로락틴 분비 종양 경우 무 월경 유즙 분비 불임 등 폐경 기도 성장 호르몬 분비 종양 말단비대증 고혈압 당뇨 동맥경화 심 혈관 질환 거 인증 등 발생 부신피질 자극 호르몬 분비 종양 비만 고혈압 당뇨 증 전신 털 증상 얼굴 복부 및 경부 목 비만 팔다리 근육 위축 특징 신체 변화 상처 치유 지연 등 비교 갑상선 자극 호르몬 분비 종양 경우 중등 도의 갑상선 기능 항진 증 발생,뇌하수체선종
불안 증상 공황발작 유사 수 예 엘리베이터 갑자기 엘레베이터 문 리지 엘레베이터 타고 갑자기 심장 등 공포 생각 생각 가슴 숨 처럼 식은땀 어지러움 등 신체 증상 수 또한 몸 얼음 밀폐 공간 수 것 불안감 두려움 이기 못 발작 수도 특징 것 밀폐 공간 노출 상황 미리 걱정 거나 수 상황 노출 것 엘레베이터 대신 계단 이용 등 행동 수,폐소공포증
보통 비늘증 경우 전반 피부 비늘 전신 팔다리 비늘 몸 위치 비늘 특징 팔 오금 다리 오금 겨드랑이 등 피부 침범 겨울 더욱 악화 여름 호전 비늘증 손바닥 잔 주름 아토피 피부염 모공각화증 경우 이외 비늘증 경우 피부 비늘 특징 증상 각 형 물집 홍반 등 동반 경우,어린선
혈 상태 일반 혈 장 부위 복통 배 왼쪽 좌측 결장 발생 때문 왼쪽 배 경우 통증 대체로 후 호전 통증 경우 종종 통증 매우 경우 전혀 복통 경우 복통 설사 처음 설사 나중 흑색 변 피 설사 이 경우 출혈 때문 병원 경우 평소 변비 사람 변비 때문 완하제 용변 약 를 복용 거나 관장 혈 대장염 발생 위 증상 경우 볼 수,허혈성대장염
첫 공황발작 흥분 신체 활동 성 행위 감정 상처 등 수 이유 자발 경우 증상 발생 보통 안 증상 정도 최고 공황발작 전 반복 사건 예 커피 술 담배 복용 수면 변화 식사 변화 과도 조명 등 후 발작 조건 대해 조사해 주요한 정신 증상 극도 공포 죽음 것 절박 느낌 보통 환자 공포 원인 알 못 혼돈 집중 빈맥 맥박 항진 호흡 곤란 발 한과 신체 증상 자율신경계 증상 이 대개 발작 지속 경우 거의 예기 불안 또 다른 주요 증상 번 발작 경험 다음 발작 두려움 것 말 심장 호흡 문제 관련 신체 증상 공황발작 시 환자 가장 걱정 문제 자신 곧 죽 것 생각 응급실 방문 경우 다섯 명 정도 공황발작 시 실신 기도 공황발작 그 결과 대한 걱정 생명 위협 질병 예 심장질환 발작 장애 의 존재 대한 걱정 일 수 공황 증상 때 다른 사람 부정 평가 당황 것 대한 걱정 일 수 공황 증상 때 다른 사람 부정 평가 당황 것 대한 사회 걱정 일 수도 통제 것 정신 기능 대한 걱정 일 수도 부정 행동 변화 공황발작 그 결과 회피 거나 최소 위 것 그 예 신체 운동 피하 거나 공황발작 때 도움 일상생활 평소 일상 활동 제한 거나 집 대중교통 이용 거나 쇼핑 것 광장 공포 것 상황 피하 것일 수 광장 공포증 광장공포증 진단 별개 행동 부부 문제 부부 문제 주요한 문제 오진 진단 전 환자 스스로 수,공황장애
피로 감 졸음 집중 저하 권태 감 식욕 부진 소화 불량 현기증 등 대표 증 증상 때로는 손발 저림 두통 눈 피로 불면증 등 증상 잠 오후 졸음 권태 감 업무 능률,춘곤증
해당 질환 증상 간 성 폭발 장애 간 적 공격 충 동이 억제 폭력 파괴 행동 발생 법적 문제 발생 경우 병적 도벽 절도 광 은 물건 불구 단지 충동 억제 물건 행위 반복 행위 통 만족 병적 방화 방화 광 동기 불 충동 억제 반복 불 경우 것 보고 긴장 완화 열 병적 도박 도박 충동 억제 지속 도박 실직 파산 이혼 자살률 매우 일부 경우 도박 자금 마련 위해 범죄 기도 발 광 자신 털 충동 억제 이외 성행위 자해 인터넷 사용 쇼핑 등 대한 충동 억제 못 거나 손톱 자주 물어 반복 피부 상처 등 증상 수,충동조절장애
칼륨 마비 추위 유발 기도 주로 당분 음식 섭취 후 운동 후 수면 취할 때 아침 의식 소실 동반 마비 증상 마비 당시 칼륨 혈증 특징 체내 칼륨 공급 증상 호전 경우 마비 수분 시간 진행 최고 달 주변 도움 청 수 상태 기도 이 때 심부 건반 사가 감소 거나 소실 기도 감각 이상 증상 일단 증상 발생 시간 수일 정도 지속 가장 마비 근육 회복 회복 후 두통 졸림 다뇨증 설사 등 증상 칼륨 마비 초기 근육 마비 국한 경우 마비 거듭 상지 목 얼굴 근육 침범 특징 호흡 근육 마비 마비 지속 시간 수 분 수 시간 정도 일부 긴장 증 동반 기도 대부분 치료 필요 마비 증상만 공복 시 운동 후 휴식 시 정신 스트레스 근육 환경 노출 때 골격근 마비 유발,주기성근육마비
림프절 크기 증가 통증 뿐 림프절 내부 출혈 괴사 동반 통증 발생,림프절통증
목 발생 톡 느낌 통증 두개골 따라서 양상 발생 수 경우 따라서 시각 장애 눈 주위 통증 이명 어지럼증 느낌 코 증상 동반 수 보통 경우 한쪽 뒤통수 생기 간혹 양쪽 증상 발생 수,후두신경통
청소년기 시작 주로 비 대칭 양 성 발생 서서히 진행 간혹 진행 경우 초기 증상 시력 정상 일 수 비감 감소 시력 저하 먼저 시력 저하 근거리 원거리 모두 발생 병 진행 각막 돌출 시작 부정 난시 유발 시력 저하 왜곡 눈부심 번짐 단안 복시 눈 자극 감 호소 원추각막 진행 급성 원추각막 각막 종이 발생 시력 저하 발생 각막 수종 수주 개월 지속 대개 서서히 흉터 대체 영구 시력 저하 유발 원추각막 비정상 빛 굴절,원추각막
증상 혀 듯 느낌 그 외 미각 변화 목마름 및 입 마름 호소 통증 강도 일반 중등 이상 지속 통증 특징 따라서 일상 생활 정신 건강 영향 줄 수 대개 혀 전방 측면 불편 감 일반 혀 배면 구개 부 점막 입술 부위 불편 감 호소,혀따가움
급성 신부전 무증상 변량 감소 오심 구토 부종 경련 등 수 만성 신부전 증상 피로 식욕 감퇴 오심 구토 어지러움 피부 소양증 등 모든 장기 수,신부전
피부 땀샘 땀 분비 현상 땀 물이 이 수분 증발열 체온 땀 염분 아미노기 등 함유 과도 노동 온도 장기간 노출 땀 수분 염분 소실 수,발한
입술 잇몸 입천장 좌 양쪽 그 정도 완전 부분 갈라 부분 입술갈림증 경우 입술 표면 함몰 보이 입술 때 입술 속 입술 근육 움푹 미세 입술갈림증 또한 입천장 경우 겉 보기 틈 보이지 입천장 뼈 입천장 근육 가운데 틈 말 때 콧소리 날수 점막 입천장갈림증 구순구개열 증상,구순구개열
급성 기관지염 기관 염증 점막 점액 분비 이로 기침 가래 유발 경우 호흡 곤란 발생 호흡 시 천명 음 휘파람 피리 소리 이 수도,급성기관지염
기 매독 주요 증상 통증 피부 궤양 대부분 경우 개 궤양 관찰 여러 개 발생 경우 매독균 접촉 후 궤양 발생 때 정도 시간 궤양 크기 작고 통증 이 궤양 매독균 피부 접촉 통해 그 부위 주로 발생 곳 성기 부위 항문 주위 등 통증 궤양 주 정도 지속 치료 자연 호전 매독 대한 치료 시행 기 매독 진행 기 매독 피부 발진 점막 병적 증상 특징 발진 기 매독 증상 통증 궤양 치유 치유 후 수주 지난 후 발진 전신 발생 손바닥 발바닥 발진 매독 특징 증상 발진 이외 발열 때 임파절 종대 인후 통 두통 체중 감소 근육통 등 증상 수 잠복 매독 기와 기 매독 증상 후 시작 치료 경우 체내 매독균 계속 남아 수 잠복 상태 수년 지속 수 기 후발 매독 증상 주로 내부 장기 손상 중추신경계 눈 심장 혈관 간 뼈 관절 등 장기 매독균 침범 발생 중추 신경계 침범 매독 경우 증상 뇌막 자극 증상 뇌혈관 증상 등 발생 수 기 매독 세균 침범 부위 발생 무통 궤양 기 매독 피부 발진 점막 병적 변화 기 후발 매독 내부 장기 침범 눈 심장 혈관 뼈 관절 등 신경 매독 뇌막 자극 뇌혈관 침범,매독
가슴 경우 가슴 통증 호흡 곤란 발 메스꺼움 구토 전신 무력감 어지러움 실신 등 증상 수 경우 따라서 본인 전혀 심전도 검사 이상 경우 수 경우 심장 부정맥 급사 원인 기도 부정맥 출생 전 태 아기 발생 수도 경우 태아 부종 태아 수종 야기,소아청소년부정맥
세 가지 임 상적 형태 다발 성의 두께 및 길이 피부색 갈색 주름 구진 주로 목 겨드랑 발생 형태 단발 다발 성의 두께 길이 실 모양 구진 발생 형태 대개 단발 그 이상 크기 줄기 결절 대부분 하부 몸통 발생 형태 줄기 염증 괴사 수도 연성 섬 유종 증상,연성섬유종
저체온증 심부 온도 크게 증 중등 중증 세 가지 범주 증 경 저체온증 심부 체온 인 경우 말 일반 현상 피부 닭살 로 털 모근 수축 현상 일어난다 피부 혈관 수축 피부 입술 청색 띠 기면 상태 자꾸 잠 발음 부 기도 중심 못 잡고 외부 자극 무 반응 상태 보 중등 도의 저체온증 심부 체온 의 경우 말 의식 상태 더욱 혼수상태 심장 박동 호흡 근육 동공 확장 기도 심부 체온 이하 중증 저체온증 상태 과 치명 부정맥 유발 심정지 혈압 의식 정상 각막 반사 통증 반사 등 소실,저체온증
실신 전 느낌 수 메 거리 기도 피부 시야 마치 터널 시야 식은땀 과도 피로 감 등 증상 수,미주신경성실신
질 분비물 누런색 회색 띠 생선 냄새 생리 전후 성관계 후 증상 증상 전혀 경우,세균성질염
쇄골 피부 바로 밑 위치 때문 골절 발생 통증 동반 붓기 변형 홍반 등 골절 존재 경우 손상 경우 골절 부분 뼈 피부 바깥 외부 노출 기도 또한 어깨 팔 때 통증 발생 골절 정도 상완 신경 총 쇄골 혈관 눌리 면서 팔 마비 혈액 순환 장애 수도,쇄골골절
일 화 못 일 중 정도 공격 말 행동 보이 분노 표 출하 것 특징 분노 표현 것 문제 해결 가장 효과 방법 반복 또한 분노 표현 때 약간 만족감 기도 그 이후 후회 및 등 스스로 괴로움 기도,간헐적폭발성장애(분노조절장애)
척수 증 일반 세 사이 주로 발생 호발 부위 경수 흉수 연수 침범 경우 척수 증 증상 손상 척수 부위 범위 수 환자 통증 이상 감각 감각 소실 등 경험 수 손 주로 발생 자율신경계 침범 경우 체온 이상 땀 이상 배변 및 배뇨 장애 기능 장애 등 발생 수 척수 증 연수 영향 혀 마비 위축 연하 곤란 구음 장애 얼굴 감각 마비 안면 마비 등 발생 수,척수공동증
항진 가슴 이 경우 따라서 혈압 전신 무력감 어지럼증 현기증 동반 수 심장병 환자 발생 심실 부정맥 경우 돌연 수,빈맥
애 쉰 목소리 은 후두 암 가장 증상 후두 발성 기능 장애 모든 요인 음성 변화 초래 호흡 곤란 및 천명 은 정도 진행 후두 암 주로 증상 종양 크기 분비물 축적 성대 고정 이 수반 염증 부종 등 기인 일반 성문 상부 암 기성 천명 이 성문 하부 암 호기 천명 이 암 기와 호기 모두 천명 수 통증 역시 환자 자주 호소 증상 성문 상부 암 그 정도 매우 음식 때 통증 일단 기질 원인 의심 평소 증상 음식 때 증상 대개 신경증 원인 볼 수 이 외 연하곤란 기침 각혈 체중 감소 구취 경부 종물 목 혹 등 증상 때 후두 암 의심 볼 수,후두암
골절 등 허리 부위 통증 다리 저림 마비 배뇨 곤란 등 신경 증상 동반 압박 골절 여러 척추 발생 등 허리 뒤 후 증 발생,압박골절
자율신경 증상 결막 충혈 눈물 코 콧물 땀 등 동반 두통 집단 기적 것 군발 두통 특징 임 증상 군발 기간 발작 기간 은 주일 개월 동안 지속 증상 소실 데 개월 수년 정도 약 의 환자 소실 기간 성적 발작 환자 두통 발생 수일 전 무기 흥분 두통 예상 수 느낌 등 증상 경험 두통 눈 뒤 관자놀이 부근 시작 앞머리 턱 콧구멍 귀 쪽 전파 개별 군발 기간 중 거의 모든 환자 항상 쪽 두통 반복 서로 다른 군발 기간 중 두통 좌우 위치 경우 통증 최고 강도 도달 시간 대략 통증 발생 후 미만 군발 두통 매우 강도 두통 자율신경 증상 두통 강도 눈물 가장 증상 정도 환자 결막 충혈 코 콧물 정도 환자 앞 이마 부위 땀 분비 증가 발작 지속 시간 사이 군발 기간 초기 후기 경향 발작 빈도 보통 기성은 군발 두통 가장 특징 발작 하루 중 특정 시간 중 특정 계절 경향 하루 중 새벽 오후 발생 발작 종종 수면 시작 후 시작 군발 두통 보통 쪽 눈썹 관자놀이 통증 충혈 눈물 콧물 등 반함,군발두통
구강 점막 질환 경우 입 안이 화끈 거리 느낌 음식 때 통증 호소 입 안 냄새 느낌 증상 지속 증상 악화 완화 반복 기도 종류 피부병 증상 때로는 진단 위해 조직검사 경우 포진 구내염 헤르페스 구내염 헤르페스 바이러스 발병 처음 감염 발열 등 감기 증상 정도 수포 물집 무리 입안 점막 잇몸 입술 입 주위 피부 등 생기 이후 수포 출혈 성인 전 전염 질환 칸디다증 곰팡이 감염 위생 상태 틀니 사용 거나 소모 질환 면역 질환 경우 발생 발병 구강 건조 증 사람 항생제 복용 후 재발 타성 궤양 입 안 궤양 구내염 원인 알 수 면역체계 이상 세균 바이러스 감염 것 음식 뺨 혀 상처 등 원인 기도 피로 스트레스 알레르기 등 증세 악화 수 구강 편평 태선 피부 편평 태선 것 잇몸 볼 입술 안쪽 점막 혀 점막 선 그물 형태 점막 위축 형태 자각 증상 경우 매우 통증 기도,구내염
코 습관 후각 다소 저하 수 양 코 동시 경우 양 번갈아 가면 경우,비폐색
태아 및 신생아 신체 기형 정신 장애 신체 기형 뇌 기형 소뇌 증 심장 기형 척추 기형 개 안면 기형 인중 발육 부전 코 악골 발육 부전 안 검열 안증 등 정신 장애 주의 집중 이상 행동 장애 과잉 행동 충 동성 지각 이상 등,태아알코올증후군
증상 소량 분홍색 진물 육안 이하 조직 배꼽 바깥쪽 때 아이 관리 배꼽 염 패혈증 동반 경우 아종 주변 화농 분비물 아이 열 수,신생아배꼽육아종
증상 다수 피부 병변 주로 가슴 생기며 배 팔 겨드랑이 음낭 등 수 크기 대부분 정도 정도 병변 관찰 수 안 노란색 기름기 크림 내용물 차,피지낭종
대개 발병 주 전 감염 병력 주로 위장 관계 비뇨 생식기 감염 원인 균 겔라 이질균 르 니아 클라미디아 살모넬라 장티푸스 균 캄 필로 박터 등 감염 대응 면역 반응 과정 관절 활막 힘줄 부착 부위 염증 발생 염증 및 염증 개체 관절 부종 통증 발생 장기 관절 파괴 초래 관절 주로 관절 무릎 발목 침범 발가락 손목 손가락 및 기타 관절 침범 수도 대개 급성 발생 비 대칭 좌우 관절 중 곳 증상 수일 간격 다른 관절 침범 기도 관절 통증 및 부종 증상 관절 자체 침범 관절 주위 힘줄 부착 부위 통증 부종 경우 보통 개월 후 소실 일부 지속 경우 약 정도 성화 재발 전신 증상 일부 환자 피로 무기력증 발열 체중 감소 관절 증상 관절 증상 류마티스 관절염 강직 척추 염 환자 척추 외 관절 발생 관절염 양상 관절 통증 및 압통 부종 보이 아침 기상 후 관절 움직 때 통증 더 편이 주로 무릎 발목 발가락 등 관절 비 대칭 침범 하나 손목 손가락 등 상지 관절 침범 수도 침범 관절 하나 종류 관절 좌우 모두 침범 기도 일부 만성 재발 경과 경우 강직 척추 염 덩 관절염 척추 염 발생 수도 장기 관절 연골 및 골 파괴 경우 통증 부종 지속 변형 기능 장애 초래 수도 관절 주위 증상 관절염 외 관절 주위 힘줄 인대 뼈 자리 염증 발생 수도 해당 부위 부종 및 압통 동반 발뒤꿈치 아킬레스 힘줄 부착 자리 발뒤꿈치 뼈 발바닥 근막 자리 척추 주위 인대 접 자리 발생 간혹 관절통 호소 환자 중 실제 관절염 부착 부위 염 관절통 호소 경우 손가락 등 침범 경우 손가락 전체 마치 손가락 소시지 수도 관절 외 증상 반응 관절염 관절 외 여러 장기 침범 수 요도 염 전립선염 자궁경부 염 난관 염 등 비뇨 생식기 염증 감염 호전 별개 면역 반응 지속 수 안구 병변 일시 결막염 포도 막염 수 점막 피부 병변 구강 궤양 손발톱 증 증상 반응 관절염 병변 고름 각질 피부 증 환상 염 등 수,반응성관절염
어른 우울 감 불안 어린이 노인 신체 증상 모든 연령 증상 수가 간혹 공격 행동 과음 법적 책임 회피 불면 식욕 감퇴 등 보,적응장애
기면증 수면 발작 밤잠 일상생활 갑자기 잠 것 의미 주간 졸음 증 일 때 더 때로는 상치 못 상황 예 대화 중이 거나 식사 도중 잠,수면발작
직업 거나 지속 작업 관련 긴장 증 활동 유발 특징 작가 의 손 경련 가장 경우 글 자판 상황 손 경련 발생 또 대표 직업 관련 긴장 증 타이피스트 긴장 증 골퍼 긴장 증 음악가 긴장 증 등 직업 얼굴 긴장 증 입 긴장 증 악기 연주 중 입술 턱 혀 갑자기 경련 음식 말 때 증상 전혀 팔 긴장 증 손 팔 자세 주로 팔이 손 편 상태 휴식 시 전체 긴장 수축 증 수 팔이 손 긴장 증 증 달리 종종 한쪽 발생 글 타이핑 등 특정 유발 인자,국소성이긴장증
애 진단 자체 증상 의미,애성
무증상 경계 탈색 반 계부 과 색소 침착 또한 병변 피부 털 색깔 탈색 기도 몸 정중 선 기준 한쪽 분절 모양 병변 분포 분절 반증 양 대칭 비분 절 반증 수,소아백반증
초기 증상 호흡 수가 지남력 시간 장소 사람 대한 인지력 의 상실 정신 착란 등 신경학 장애 수 혈압 저하 및 신체 말단 공급 혈액량 저하 피부 보 균혈증 세균 혈액 내 증상 이 세균 혈류 신체 특정 부위 자리 그 부위 병적 변화 수 원인 균 특이 피부 변화 패혈증 원인 진단 데 도움 기도 소화기 계통 증상 구역 구토 설사 및 장 마비 증세 스트레스 상황 소화기 출혈 증상 수,패혈증
질 출혈 양 속옷 생리대 소량 피 소변 볼 때 피 원인 복통 동반 경우,질출혈
초기 직장암 경우 증상 암 변 피 혈변 변 증상 식욕부진 체중 감소 동반 수도 대변 습관 변화 변 변 다음 다시 보고 후 증도 동반 수 암 진행 통증 암 진행 경우 직장 주변 방광 여성 경우 질 주변 신경 전이 배 통증 질 출혈 수 증상 치질 등 다른 질환 구별 안 전문의 상담 정밀 검사,직장암
류마티스 관절염 증상 증상 관절 증상 관절 외 증상 등 크게 가지 분류 수 초기 정도 환자 피로 감 식욕 부진 전신 쇠약 감 등 증상 먼저 수 아침 때 관절 시간 한참 이상 조조 강직 현상 전구 증상 수주 개월 지속 수 본격 관절 증상 염증 침범 관절 통증 종창 진단 증상 손 발견 류마티스 관절염 손가락 중간 마디 손가락 시작 관절 부위 침범 손가락 끝 마디 관절 침범 경향 침범 관절 지면 움직임 제한 손바닥 홍반 동반 기도 주먹 꽉 수 경우 증상 진단 뿐 질병 활 성도 파악 데 도움 무릎관절 침범 역시 이상 환자 것 무릎 부어 압통 걷기 수도 이외 팔꿈치 발가락 발목 턱 관절 염증 침범 수 척추 관절 보통 침범 일부 번 번 경추 부위 염증 발생 수 류마티스 관절염 관절 이외 여러 장기 증상 유발 수 피하 결절 팔꿈치 손가락 치골 아킬레스건 등 결절 또한 빈혈 동반 관절 염증 정도 상관관계 심장 폐 침범 거나 혈관염 등 형태 병 경과 치료 결과 수 장기간 염증 조절 방치 이차 장기 부전 수 림프종 병발 경우 수 염증 전신 침범 증상 발열 전신 쇠약 감 체중 감소 호흡 곤란 림프절 증대 등,류마티스관절염
증상 경우 대부분 원인 증상 요로결석 경우 통증 등 이 수,소아혈뇨
문신 사용 색소 홍반 부종 자극 감 가려움 등 급성 염증 반응 및 습진 변화 발생 수 알레르기 접촉 피부염 국 아종 반응 광 과민반응 가성 림프종 반응 태 선화 반응 양홍 루프 스 등 피부 반응 유도 수 반응 주로 시술 부위 국한 시술 수주 수년 뒤 발생 수 또한 비위생적 시술 통해 매독 결핵 사마귀 나병 등 감염 수 또한 건선 반증 편평 태선 등 피부질환 환자 문신 시술 부위 피부질환 유도 쾨브너 반응 수,문신부작용
장경 인대 육상 선수 싸이클 선수 다른 운동 선수 통증 호소 부위 무릎 장경 인대 대퇴 외과 사이 마찰 경우 장경 인대 마찰 증후군 통증 호소 부위 대부분 대퇴골 외측 상과 부위 가장 때로는 무릎 구부리 동작 촉진 시 염 발음 수 장경 인대 장골 경골 상부 허벅지 바깥쪽 위치 대퇴 근막 말 장경 인대 무릎 때 앞쪽 이동 대퇴골 외측 상과 전방 무릎 구부리 뒤쪽 이동해 대퇴골 외측 상과 후방 때 발생 대퇴골 마찰 발병 원인 중 하나로 생각 통증 휴식 취하 거나 무릎 완화 무릎 구부리 다시 무릎 도 굴곡 상태 가장 마찰 일어난다,장경인대증후군
소량 흡인 정상 상태 수 소량 흡인 기관 기관지 청소 기능 정상 방어 기전 정상 이면 합병증 흡인 양 빈도 흡인 물의 형태 구강 위생 호흡기 상태 면역 기능 등 화학 폐렴 세균 폐렴 급성 기도 폐쇄 등 수,사레
경우 증상 동반 복부 팽 감 속 메스꺼움 구토 심 와부 통증 등 동반 수 증상 십이지 장염 정도 관련성 염증 경우 출혈 동반 수도,십이지장염
단지증 유형 다음 위 골 단축 중위 골 단축 근위 골 단축 중수 골 중족골 단축 골 중 하나 경우 손가락 발가락 단축 크게 임 상적 눈 만큼 경우 대부분 각각 손가락 발가락 길이 형성 관여 두 개 이상 뼈 경우 가장 관찰 형태 예 손가락 중위 골 경우 제 수지 검지 제 수지 새끼손가락 손 중수 골 발의 중족골 손가락 발가락 경우 손 제 중수 골 새끼손가락 쪽 중수 골 이 형태 발 제 중족골 네 발가락 부위 중족골 이 형태 손가락 현저 경우 중수 골 근위 골 모두 모든 골 경우 육안 확인 손가락 발가락 단축 외 기능 장애 경우 단축 손가락 손 악 힘 이 정상 감소 수 발 중족골 경우 전족 부 발의 앞쪽 통증 수,단지증
노쇠 증상 기운 피로 일상 생활 장애 낙상 자세 불 안정 변실금 식사량 감소 식욕 저하 체중 감소 인지 저하 우울증 등 수 원인 질환 무관 이 표현 양상,"노쇠,허약"
눈 피부 백색증 선천 피부 털 눈 색소 감소 소실 색소 소실 정도 환자 체질 피부 색깔 피부 백색증 유형 모발 전혀 색소 흰색 머리 경우 약간 색소 경우 정상 거의 진 갈색 털 경우 피부색 분홍색 연한 백색 적갈색 등 눈 망막 색소 소실 동공 적색 동공 홍채 청 회색 갈색 적갈색 등 경우 눈부심 호소 그 외 안구진탕 무의식 율동 안구 운동 유루 증 눈물 증 시력 감퇴 등 수 눈 백색증 피부 털 증상 눈 증상만 눈 피부 백색증 머리카락 색소 감소 모습,백색증
발생 증 연령 따라서 증상 세 이하 소아 두개골 증 진행 머리 둘레 비정상 모습 보이 천문 때로는 아이 짜증 거나 구토 모습 보이 계속 잠 경우 눈 아래 안쪽 모습 보 좀 더 소아 두통 주로 호소 두통 지속 아침 때 구토 자주 거나 모습 보 취학 아동 경우 학교 성적 이상 행동 보 대부분 경우 뇌압 상승 이로 증상 뇌 발달 장애 뇌압 상승 생명 위협 수도 선천 뇌 척수 구조 이상 연관 경우 소아 발생 뇌출혈 뇌종양 중추신경계 감염 후천 질병 연관 경우 소아 성인 노인 뇌척수액 순환 장애 뇌압 가운데 뇌척수액 축적 형태 증 뇌출혈 매우 악성 뇌종양 급성 증 뇌압 상승 동반 매우 상황 두통 구토 의식 저하 팔다리 강직 보이 강직 발작 보 치료 요하 상황,수두증
